,Z,Period,Group,EN,CR,CM_type,CM_morph,MS2_morph,CP_morph,SSA,C,PW,CD,Cs,Cation_H,Cation_K,Cation_Li,Cation_Na,Anion_OH,Anion_SO4
385,42,5,6,2.16,1.46,0,0,2,0,21.1,1.0,1.0,3.0,102.3,False,False,False,True,False,True
386,42,5,6,2.16,1.46,0,0,2,0,21.1,1.0,1.0,5.0,92.0,False,False,False,True,False,True
387,42,5,6,2.16,1.46,0,0,2,0,21.1,1.0,1.0,10.0,73.8,False,False,False,True,False,True
388,42,5,6,2.16,1.46,0,0,1,0,6.64,1.0,1.0,0.1,226.1,False,False,False,True,False,True
389,42,5,6,2.16,1.46,0,0,1,0,6.64,1.0,1.0,0.2,150.7,False,False,False,True,False,True
390,42,5,6,2.16,1.46,0,0,1,0,6.64,1.0,1.0,0.3,133.8,False,False,False,True,False,True
391,42,5,6,2.16,1.46,0,0,1,0,6.64,1.0,1.0,0.5,101.5,False,False,False,True,False,True
392,42,5,6,2.16,1.46,0,0,1,0,6.64,1.0,1.0,0.6,85.4,False,False,False,True,False,True
393,42,5,6,2.16,1.46,0,0,1,0,6.64,1.0,1.0,0.7,75.3,False,False,False,True,False,True
394,42,5,6,2.16,1.46,0,0,1,0,6.64,1.0,1.0,1.0,34.6,False,False,False,True,False,True
395,42,5,6,2.16,1.46,1,1,2,1,115.0,1.0,0.7,0.5,225.0,False,False,False,True,False,True
396,42,5,6,2.16,1.46,1,1,2,1,115.0,1.0,0.7,1.0,214.8,False,False,False,True,False,True
397,42,5,6,2.16,1.46,1,1,2,1,115.0,1.0,0.7,2.0,131.0,False,False,False,True,False,True
398,42,5,6,2.16,1.46,1,1,2,1,115.0,1.0,0.7,3.0,120.0,False,False,False,True,False,True
399,42,5,6,2.16,1.46,1,1,2,1,115.0,1.0,0.7,4.0,112.0,False,False,False,True,False,True
400,42,5,6,2.16,1.46,1,1,2,1,115.0,1.0,0.7,5.0,106.0,False,False,False,True,False,True
401,42,5,6,2.16,1.46,0,0,2,0,30.0,3.0,0.42,1.0,159.0,False,True,False,False,True,False
402,42,5,6,2.16,1.46,0,0,2,0,30.0,3.0,0.42,2.0,149.0,False,True,False,False,True,False
403,42,5,6,2.16,1.46,0,0,2,0,30.0,3.0,0.42,3.0,135.0,False,True,False,False,True,False
404,42,5,6,2.16,1.46,0,0,2,0,30.0,3.0,0.42,5.0,124.0,False,True,False,False,True,False
405,42,5,6,2.16,1.46,0,0,2,0,30.0,3.0,0.42,10.0,112.0,False,True,False,False,True,False
406,42,5,6,2.16,1.46,0,0,2,0,30.0,3.0,0.42,20.0,99.0,False,True,False,False,True,False
407,42,5,6,2.16,1.46,3,4,2,2,39.4,3.0,0.42,1.0,452.7,False,True,False,False,True,False
408,42,5,6,2.16,1.46,3,4,2,2,39.4,3.0,0.42,2.0,404.3,False,True,False,False,True,False
409,42,5,6,2.16,1.46,3,4,2,2,39.4,3.0,0.42,3.0,395.4,False,True,False,False,True,False
410,42,5,6,2.16,1.46,3,4,2,2,39.4,3.0,0.42,5.0,386.3,False,True,False,False,True,False
411,42,5,6,2.16,1.46,3,4,2,2,39.4,3.0,0.42,10.0,318.1,False,True,False,False,True,False
412,42,5,6,2.16,1.46,3,4,2,2,39.4,3.0,0.42,20.0,272.7,False,True,False,False,True,False
413,42,5,6,2.16,1.46,0,0,2,0,9.28,6.0,0.5,2.0,109.0,False,True,False,False,True,False
414,42,5,6,2.16,1.46,0,0,2,0,9.28,6.0,0.5,5.0,100.0,False,True,False,False,True,False
415,42,5,6,2.16,1.46,0,0,2,0,9.28,6.0,0.5,10.0,75.0,False,True,False,False,True,False
416,42,5,6,2.16,1.46,0,0,2,0,9.28,6.0,0.5,15.0,61.0,False,True,False,False,True,False
417,42,5,6,2.16,1.46,2,2,2,1,10.31,6.0,0.5,2.0,132.0,False,True,False,False,True,False
418,42,5,6,2.16,1.46,2,2,2,1,10.31,6.0,0.5,5.0,111.0,False,True,False,False,True,False
419,42,5,6,2.16,1.46,2,2,2,1,10.31,6.0,0.5,10.0,89.0,False,True,False,False,True,False
420,42,5,6,2.16,1.46,2,2,2,1,10.31,6.0,0.5,15.0,66.0,False,True,False,False,True,False
421,42,5,6,2.16,1.46,2,2,2,1,15.01,6.0,0.5,2.0,145.0,False,True,False,False,True,False
422,42,5,6,2.16,1.46,2,2,2,1,15.01,6.0,0.5,5.0,132.0,False,True,False,False,True,False
423,42,5,6,2.16,1.46,2,2,2,1,15.01,6.0,0.5,10.0,111.0,False,True,False,False,True,False
424,42,5,6,2.16,1.46,2,2,2,1,15.01,6.0,0.5,15.0,98.0,False,True,False,False,True,False
425,42,5,6,2.16,1.46,2,2,2,1,26.07,6.0,0.5,2.0,212.0,False,True,False,False,True,False
426,42,5,6,2.16,1.46,2,2,2,1,26.07,6.0,0.5,5.0,155.0,False,True,False,False,True,False
427,42,5,6,2.16,1.46,2,2,2,1,26.07,6.0,0.5,10.0,133.0,False,True,False,False,True,False
428,42,5,6,2.16,1.46,2,2,2,1,26.07,6.0,0.5,15.0,105.0,False,True,False,False,True,False
429,42,5,6,2.16,1.46,2,2,2,1,13.28,6.0,0.5,2.0,199.0,False,True,False,False,True,False
430,42,5,6,2.16,1.46,2,2,2,1,13.28,6.0,0.5,5.0,136.0,False,True,False,False,True,False
431,42,5,6,2.16,1.46,2,2,2,1,13.28,6.0,0.5,10.0,120.0,False,True,False,False,True,False
432,42,5,6,2.16,1.46,2,2,2,1,13.28,6.0,0.5,15.0,100.0,False,True,False,False,True,False
433,42,5,6,2.16,1.46,0,0,1,0,21.1,1.0,1.0,1.0,119.0,False,False,False,True,False,True
434,42,5,6,2.16,1.46,0,0,1,0,21.1,1.0,1.0,1.5,108.0,False,False,False,True,False,True
435,42,5,6,2.16,1.46,0,0,1,0,21.1,1.0,1.0,3.0,94.0,False,False,False,True,False,True
436,42,5,6,2.16,1.46,0,0,1,0,21.1,1.0,1.0,5.0,85.0,False,False,False,True,False,True
437,42,5,6,2.16,1.46,0,0,1,0,21.1,1.0,1.0,10.0,71.0,False,False,False,True,False,True
438,42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,0.8,0.75,331.0,True,False,False,False,False,True
439,42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,0.8,1.0,310.0,True,False,False,False,False,True
440,42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,0.8,2.0,247.0,True,False,False,False,False,True
441,42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,0.8,3.0,231.0,True,False,False,False,False,True
442,42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,0.8,4.0,216.0,True,False,False,False,False,True
443,42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,0.8,5.0,206.0,True,False,False,False,False,True
444,42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,0.8,10.0,172.0,True,False,False,False,False,True
445,42,5,6,2.16,1.46,2,2,1,1,24.8,1.0,0.8,0.75,103.0,True,False,False,False,False,True
446,42,5,6,2.16,1.46,0,0,3,0,1.75,1.0,0.6,2.0,173.0,False,True,False,False,True,False
447,42,5,6,2.16,1.46,0,0,3,0,1.75,1.0,0.6,4.0,169.0,False,True,False,False,True,False
448,42,5,6,2.16,1.46,0,0,3,0,1.75,1.0,0.6,6.0,146.0,False,True,False,False,True,False
449,42,5,6,2.16,1.46,0,0,3,0,1.75,1.0,0.6,8.0,125.0,False,True,False,False,True,False
450,42,5,6,2.16,1.46,0,0,3,0,1.75,1.0,0.6,10.0,111.0,False,True,False,False,True,False
451,42,5,6,2.16,1.46,0,0,3,0,1.75,1.0,0.6,20.0,102.0,False,True,False,False,True,False
452,50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,0.5,1.0,431.82,False,True,False,False,True,False
453,50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,0.5,2.0,398.88,False,True,False,False,True,False
454,50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,0.5,3.0,312.18,False,True,False,False,True,False
455,50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,0.5,5.0,272.0,False,True,False,False,True,False
456,50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,0.5,7.0,230.7,False,True,False,False,True,False
457,50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,0.5,8.0,156.88,False,True,False,False,True,False
458,50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,0.5,10.0,126.2,False,True,False,False,True,False
459,50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,0.5,1.0,112.72,False,True,False,False,True,False
460,50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,0.5,2.0,104.95,False,True,False,False,True,False
461,50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,0.5,3.0,67.76,False,True,False,False,True,False
462,50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,0.5,5.0,67.0,False,True,False,False,True,False
463,50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,0.5,7.0,44.24,False,True,False,False,True,False
464,50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,0.5,8.0,35.36,False,True,False,False,True,False
465,50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,0.5,10.0,28.8,False,True,False,False,True,False
466,50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,0.5,1.0,390.38,False,True,False,False,True,False
467,50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,0.5,2.0,366.24,False,True,False,False,True,False
468,50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,0.5,3.0,247.2,False,True,False,False,True,False
469,50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,0.5,5.0,240.3,False,True,False,False,True,False
470,50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,0.5,7.0,171.52,False,True,False,False,True,False
471,50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,0.5,8.0,121.04,False,True,False,False,True,False
472,50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,0.5,10.0,100.4,False,True,False,False,True,False
473,50,5,14,1.96,1.4,0,0,1,0,17.5,3.5,0.5,1.0,89.4,False,True,False,False,True,False
474,50,5,14,1.96,1.4,0,0,1,0,17.5,3.5,0.5,2.0,71.3,False,True,False,False,True,False
475,50,5,14,1.96,1.4,0,0,1,0,17.5,3.5,0.5,4.0,64.9,False,True,False,False,True,False
476,50,5,14,1.96,1.4,0,0,1,0,17.5,3.5,0.5,10.0,50.6,False,True,False,False,True,False
477,50,5,14,1.96,1.4,0,0,3,0,52.44,2.0,0.42,1.0,497.0,False,True,False,False,True,False
478,50,5,14,1.96,1.4,0,0,3,0,52.44,2.0,0.42,1.5,471.0,False,True,False,False,True,False
479,50,5,14,1.96,1.4,0,0,3,0,52.44,2.0,0.42,2.0,454.0,False,True,False,False,True,False
480,50,5,14,1.96,1.4,0,0,3,0,52.44,2.0,0.42,2.5,437.0,False,True,False,False,True,False
481,50,5,14,1.96,1.4,0,0,3,0,52.44,2.0,0.42,3.0,429.0,False,True,False,False,True,False
482,50,5,14,1.96,1.4,0,0,3,0,52.44,2.0,0.42,5.0,343.0,False,True,False,False,True,False
483,50,5,14,1.96,1.4,1,4,3,4,64.29,2.0,0.42,1.0,938.0,False,True,False,False,True,False
484,50,5,14,1.96,1.4,1,4,3,4,64.29,2.0,0.42,1.5,906.0,False,True,False,False,True,False
485,50,5,14,1.96,1.4,1,4,3,4,64.29,2.0,0.42,2.0,882.0,False,True,False,False,True,False
486,50,5,14,1.96,1.4,1,4,3,4,64.29,2.0,0.42,2.5,857.0,False,True,False,False,True,False
487,50,5,14,1.96,1.4,1,4,3,4,64.29,2.0,0.42,3.0,803.0,False,True,False,False,True,False
488,50,5,14,1.96,1.4,1,4,3,4,64.29,2.0,0.42,3.5,774.0,False,True,False,False,True,False
489,50,5,14,1.96,1.4,1,4,3,4,64.29,2.0,0.42,4.0,730.0,False,True,False,False,True,False
490,50,5,14,1.96,1.4,1,4,3,4,64.29,2.0,0.42,4.5,704.0,False,True,False,False,True,False
491,50,5,14,1.96,1.4,1,4,3,4,64.29,2.0,0.42,5.0,682.0,False,True,False,False,True,False
492,50,5,14,1.96,1.4,0,0,3,0,25.0,1.0,1.0,1.0,45.65,False,False,True,False,False,True
493,50,5,14,1.96,1.4,0,0,3,0,25.0,1.0,1.0,1.0,18.4,False,False,False,True,False,True
494,50,5,14,1.96,1.4,0,0,3,0,25.0,1.0,1.0,1.0,62.85,False,True,False,False,True,False
495,50,5,14,1.96,1.4,0,0,2,0,42.0,1.0,1.0,1.0,112.0,False,False,True,False,False,True
496,50,5,14,1.96,1.4,0,0,2,0,42.0,1.0,1.0,1.0,19.74,False,False,False,True,False,True
497,50,5,14,1.96,1.4,0,0,2,0,42.0,1.0,1.0,1.0,89.14,False,True,False,False,True,False
498,50,5,14,1.96,1.4,0,0,4,0,72.4,1.0,0.8,3.0,165.2,False,False,False,True,True,False
499,50,5,14,1.96,1.4,0,0,4,0,72.4,1.0,0.8,3.5,160.0,False,False,False,True,True,False
500,50,5,14,1.96,1.4,0,0,4,0,72.4,1.0,0.8,5.0,131.3,False,False,False,True,True,False
501,50,5,14,1.96,1.4,0,0,4,0,72.4,1.0,0.8,10.0,122.0,False,False,False,True,True,False
502,50,5,14,1.96,1.4,0,0,4,0,72.4,1.0,0.8,20.0,108.0,False,False,False,True,True,False
503,50,5,14,1.96,1.4,0,0,1,0,44.6,2.0,0.6,1.0,85.4,False,True,False,False,True,False
504,50,5,14,1.96,1.4,0,0,1,0,44.6,2.0,0.6,2.0,47.7,False,True,False,False,True,False
505,50,5,14,1.96,1.4,0,0,1,0,44.6,2.0,0.6,3.0,32.5,False,True,False,False,True,False
506,50,5,14,1.96,1.4,0,0,1,0,44.6,2.0,0.6,4.0,17.0,False,True,False,False,True,False
507,50,5,14,1.96,1.4,0,0,1,0,44.6,2.0,0.6,5.0,14.8,False,True,False,False,True,False
508,50,5,14,1.96,1.4,2,2,1,3,115.0,2.0,0.6,1.0,565.0,False,True,False,False,True,False
509,50,5,14,1.96,1.4,2,2,1,3,115.0,2.0,0.6,2.0,367.0,False,True,False,False,True,False
510,50,5,14,1.96,1.4,2,2,1,3,115.0,2.0,0.6,3.0,288.0,False,True,False,False,True,False
511,50,5,14,1.96,1.4,2,2,1,3,115.0,2.0,0.6,4.0,232.0,False,True,False,False,True,False
512,50,5,14,1.96,1.4,2,2,1,3,115.0,2.0,0.6,5.0,195.0,False,True,False,False,True,False
513,50,5,14,1.96,1.4,0,0,3,0,78.22,2.0,0.45,0.3,124.79,False,True,False,False,True,False
514,50,5,14,1.96,1.4,0,0,3,0,78.22,2.0,0.45,0.5,121.18,False,True,False,False,True,False
515,50,5,14,1.96,1.4,0,0,3,0,78.22,2.0,0.45,1.0,106.53,False,True,False,False,True,False
516,50,5,14,1.96,1.4,0,0,3,0,78.22,2.0,0.45,3.0,77.42,False,True,False,False,True,False
517,50,5,14,1.96,1.4,0,0,3,0,78.22,2.0,0.45,5.0,65.32,False,True,False,False,True,False
518,50,5,14,1.96,1.4,0,0,3,0,78.22,2.0,0.45,10.0,49.45,False,True,False,False,True,False
519,50,5,14,1.96,1.4,2,2,3,1,41.82,2.0,0.45,0.3,273.54,False,True,False,False,True,False
520,50,5,14,1.96,1.4,2,2,3,1,41.82,2.0,0.45,0.5,232.97,False,True,False,False,True,False
521,50,5,14,1.96,1.4,2,2,3,1,41.82,2.0,0.45,1.0,201.33,False,True,False,False,True,False
522,50,5,14,1.96,1.4,2,2,3,1,41.82,2.0,0.45,3.0,155.62,False,True,False,False,True,False
523,50,5,14,1.96,1.4,2,2,3,1,41.82,2.0,0.45,5.0,134.48,False,True,False,False,True,False
524,50,5,14,1.96,1.4,2,2,3,1,41.82,2.0,0.45,10.0,101.31,False,True,False,False,True,False
525,74,6,6,1.7,1.5,0,0,3,0,16.64,2.0,0.6,0.75,241.5,False,True,False,False,True,False
526,74,6,6,1.7,1.5,0,0,3,0,16.64,2.0,0.6,1.0,208.13,False,True,False,False,True,False
527,74,6,6,1.7,1.5,0,0,3,0,16.64,2.0,0.6,2.0,177.8,False,True,False,False,True,False
528,74,6,6,1.7,1.5,0,0,3,0,16.64,2.0,0.6,3.0,167.85,False,True,False,False,True,False
529,74,6,6,1.7,1.5,0,0,3,0,16.64,2.0,0.6,4.0,160.06,False,True,False,False,True,False
530,74,6,6,1.7,1.5,0,0,3,0,16.64,2.0,0.6,5.0,155.08,False,True,False,False,True,False
531,74,6,6,1.7,1.5,0,0,3,0,16.64,2.0,0.6,6.0,150.0,False,True,False,False,True,False
532,74,6,6,1.7,1.5,0,0,3,0,16.64,2.0,0.6,7.0,147.58,False,True,False,False,True,False
533,74,6,6,1.7,1.5,0,0,3,0,16.64,2.0,0.6,10.0,139.0,False,True,False,False,True,False
534,74,6,6,1.7,1.5,0,0,1,0,5.24,3.0,0.55,1.0,261.8,False,True,False,False,True,False
535,74,6,6,1.7,1.5,0,0,1,0,5.24,3.0,0.55,1.5,220.9,False,True,False,False,True,False
536,74,6,6,1.7,1.5,0,0,1,0,5.24,3.0,0.55,2.0,163.6,False,True,False,False,True,False
537,74,6,6,1.7,1.5,0,0,1,0,5.24,3.0,0.55,2.5,86.3,False,True,False,False,True,False
538,74,6,6,1.7,1.5,0,0,1,0,5.24,3.0,0.55,3.0,65.4,False,True,False,False,True,False
539,74,6,6,1.7,1.5,0,0,2,0,39.89,1.0,0.9,0.5,156.0,True,False,False,False,False,True
540,74,6,6,1.7,1.5,0,0,2,0,39.89,1.0,0.9,0.8,113.3,True,False,False,False,False,True
541,74,6,6,1.7,1.5,0,0,2,0,39.89,1.0,0.9,1.0,95.6,True,False,False,False,False,True
542,74,6,6,1.7,1.5,0,0,2,0,39.89,1.0,0.9,3.0,74.3,True,False,False,False,False,True
543,74,6,6,1.7,1.5,0,0,2,0,39.89,1.0,0.9,5.0,69.6,True,False,False,False,False,True
544,74,6,6,1.7,1.5,0,0,2,0,12.8,1.0,0.8,0.25,243.8,False,True,False,False,True,False
545,74,6,6,1.7,1.5,0,0,2,0,12.8,1.0,0.8,0.5,236.0,False,True,False,False,True,False
546,74,6,6,1.7,1.5,0,0,2,0,12.8,1.0,0.8,1.0,228.2,False,True,False,False,True,False
547,74,6,6,1.7,1.5,0,0,2,0,12.8,1.0,0.8,2.0,220.0,False,True,False,False,True,False
548,74,6,6,1.7,1.5,0,0,2,0,12.8,1.0,0.8,5.0,208.0,False,True,False,False,True,False
549,74,6,6,1.7,1.5,0,0,3,0,3.63,2.0,0.6,0.2,264.8,False,True,False,False,True,False
550,74,6,6,1.7,1.5,0,0,3,0,3.63,2.0,0.6,0.5,244.9,False,True,False,False,True,False
551,74,6,6,1.7,1.5,0,0,3,0,3.63,2.0,0.6,1.0,220.7,False,True,False,False,True,False
552,74,6,6,1.7,1.5,0,0,3,0,3.63,2.0,0.6,2.0,205.5,False,True,False,False,True,False
553,74,6,6,1.7,1.5,0,0,3,0,3.63,2.0,0.6,4.0,175.4,False,True,False,False,True,False
554,74,6,6,1.7,1.5,0,0,3,0,3.63,2.0,0.6,10.0,134.5,False,True,False,False,True,False
555,74,6,6,1.7,1.5,0,0,0,0,7.2,1.0,0.8,0.5,62.2,False,False,False,True,True,False
556,74,6,6,1.7,1.5,0,0,0,0,7.2,1.0,0.8,1.0,60.2,False,False,False,True,True,False
557,74,6,6,1.7,1.5,0,0,0,0,7.2,1.0,0.8,2.0,57.0,False,False,False,True,True,False
558,74,6,6,1.7,1.5,0,0,0,0,7.2,1.0,0.8,5.0,52.6,False,False,False,True,True,False
559,74,6,6,1.7,1.5,0,0,0,0,7.2,1.0,0.8,10.0,48.6,False,False,False,True,True,False
560,74,6,6,1.7,1.5,0,0,1,0,13.6,1.0,0.8,0.5,143.9,False,False,False,True,True,False
561,74,6,6,1.7,1.5,0,0,1,0,13.6,1.0,0.8,1.0,137.1,False,False,False,True,True,False
562,74,6,6,1.7,1.5,0,0,1,0,13.6,1.0,0.8,2.0,131.0,False,False,False,True,True,False
563,74,6,6,1.7,1.5,0,0,1,0,13.6,1.0,0.8,5.0,124.1,False,False,False,True,True,False
564,74,6,6,1.7,1.5,0,0,1,0,13.6,1.0,0.8,10.0,117.6,False,False,False,True,True,False
565,74,6,6,1.7,1.5,1,1,2,1,28.6,1.0,0.8,0.25,113.0,False,False,False,True,True,False
566,74,6,6,1.7,1.5,1,1,2,1,28.6,1.0,0.8,0.5,103.0,False,False,False,True,True,False
567,74,6,6,1.7,1.5,1,1,2,1,28.6,1.0,0.8,1.0,99.0,False,False,False,True,True,False
568,74,6,6,1.7,1.5,1,1,2,1,28.6,1.0,0.8,2.0,96.0,False,False,False,True,True,False
569,74,6,6,1.7,1.5,1,1,2,1,28.6,1.0,0.8,5.0,91.0,False,False,False,True,True,False
570,74,6,6,1.7,1.5,0,0,2,0,3.7,1.0,0.5,0.2,368.0,False,True,False,False,True,False
571,74,6,6,1.7,1.5,0,0,2,0,3.7,1.0,0.5,1.0,360.0,False,True,False,False,True,False
572,74,6,6,1.7,1.5,0,0,2,0,3.7,1.0,0.5,3.0,287.0,False,True,False,False,True,False
573,74,6,6,1.7,1.5,0,0,2,0,3.7,1.0,0.5,4.0,238.0,False,True,False,False,True,False
574,74,6,6,1.7,1.5,0,0,2,0,3.7,1.0,0.5,8.0,177.0,False,True,False,False,True,False
575,74,6,6,1.7,1.5,0,0,2,0,3.7,1.0,0.5,10.0,142.0,False,True,False,False,True,False
576,74,6,6,1.7,1.5,1,1,2,1,10.8,1.0,0.5,0.2,604.0,False,True,False,False,True,False
577,74,6,6,1.7,1.5,1,1,2,1,10.8,1.0,0.5,1.0,600.0,False,True,False,False,True,False
578,74,6,6,1.7,1.5,1,1,2,1,10.8,1.0,0.5,2.0,527.0,False,True,False,False,True,False
579,74,6,6,1.7,1.5,1,1,2,1,10.8,1.0,0.5,4.0,476.0,False,True,False,False,True,False
580,74,6,6,1.7,1.5,1,1,2,1,10.8,1.0,0.5,8.0,391.0,False,True,False,False,True,False
581,74,6,6,1.7,1.5,1,1,2,1,10.8,1.0,0.5,10.0,340.0,False,True,False,False,True,False
